Date,Close
2005-01-18,101.85
2005-01-19,98.55
2005-01-20,96.86
2005-01-21,94.05
2005-01-24,90.27
2005-01-25,88.47
2005-01-26,94.53
2005-01-27,93.95
2005-01-28,95.07
2005-01-31,97.71
2005-02-01,95.85
2005-02-02,102.88
2005-02-03,105.32
2005-02-04,102.08
2005-02-07,97.92
2005-02-08,99.22
2005-02-09,95.69
2005-02-10,93.9
2005-02-11,93.61
2005-02-14,96.4
2005-02-15,97.52
2005-02-16,99.11
2005-02-17,98.85
2005-02-18,98.88
2005-02-22,95.59
2005-02-23,96.88
2005-02-24,94.35
2005-02-25,92.84
2005-02-28,93.9
2005-03-01,92.94
2005-03-02,92.5
2005-03-03,93.41
2005-03-04,92.86
2005-03-07,94.31
2005-03-08,92.51
2005-03-09,90.58
2005-03-10,89.9
2005-03-11,88.81
2005-03-14,87.41
2005-03-15,89.22
2005-03-16,87.71
2005-03-17,89.56
2005-03-18,89.93
2005-03-21,90.35
2005-03-22,89.21
2005-03-23,89.4
2005-03-24,89.54
2005-03-28,90.62
2005-03-29,89.7
2005-03-30,90.13
2005-03-31,90.16
2005-04-01,89.93
2005-04-04,92.55
2005-04-05,94.19
2005-04-06,94.52
2005-04-07,96.78
2005-04-08,95.93
2005-04-11,96.52
2005-04-12,96.88
2005-04-13,96.37
2005-04-14,95.63
2005-04-15,92.41
2005-04-18,93.39
2005-04-19,95.6
2005-04-20,98.95
2005-04-21,102.01
2005-04-22,107.8
2005-04-25,111.65
2005-04-26,109.27
2005-04-27,109.78
2005-04-28,109.62
2005-04-29,109.89
2005-05-02,111.03
2005-05-03,112.98
2005-05-04,114.14
2005-05-05,113.38
2005-05-06,113.9
2005-05-09,112.9
2005-05-10,113.79
2005-05-11,115.53
2005-05-12,114.25
2005-05-13,114.51
2005-05-16,115.41
2005-05-17,116.45
2005-05-18,119.46
2005-05-19,119.47
2005-05-20,120.68
2005-05-23,127.6
2005-05-24,127.87
2005-05-25,130.27
2005-05-26,129.47
2005-05-27,132.87
2005-05-31,138.5
2005-06-01,143.86
2005-06-02,143.81
2005-06-03,139.99
2005-06-06,145.32
2005-06-07,146.41
2005-06-08,139.64
2005-06-09,143.01
2005-06-10,141.11
2005-06-13,141.23
2005-06-14,139.04
2005-06-15,137.26
2005-06-16,138.58
2005-06-17,140.0
2005-06-20,143.21
2005-06-21,143.78
2005-06-22,144.51
2005-06-23,144.71
2005-06-24,148.48
2005-06-27,151.9
2005-06-28,150.85
2005-06-29,146.21
2005-06-30,146.93
2005-07-01,145.48
2005-07-05,147.71
2005-07-06,145.62
2005-07-07,147.62
2005-07-08,147.97
2005-07-11,146.53
2005-07-12,145.75
2005-07-13,149.28
2005-07-14,150.29
2005-07-15,150.44
2005-07-18,149.62
2005-07-19,154.8
2005-07-20,155.84
2005-07-21,156.81
2005-07-22,151.05
2005-07-25,147.78
2005-07-26,147.9
2005-07-27,148.32
2005-07-28,146.6
2005-07-29,143.74
2005-08-01,145.66
2005-08-02,149.45
2005-08-03,148.5
2005-08-04,148.72
2005-08-05,146.03
2005-08-08,145.48
2005-08-09,145.64
2005-08-10,142.7
2005-08-11,141.88
2005-08-12,144.72
2005-08-15,141.86
2005-08-16,142.68
2005-08-17,142.41
2005-08-18,139.86
2005-08-19,139.86
2005-08-22,136.87
2005-08-23,139.65
2005-08-24,141.14
2005-08-25,141.15
2005-08-26,141.65
2005-08-29,144.08
2005-08-30,143.49
2005-08-31,142.86
2005-09-01,142.98
2005-09-02,144.08
2005-09-06,143.41
2005-09-07,147.29
2005-09-08,147.55
2005-09-09,149.4
2005-09-12,154.72
2005-09-13,155.68
2005-09-14,151.35
2005-09-15,151.16
2005-09-16,149.95
2005-09-19,151.74
2005-09-20,153.8
2005-09-21,155.79
2005-09-22,155.53
2005-09-23,157.52
2005-09-26,156.98
2005-09-27,156.81
2005-09-28,152.85
2005-09-29,154.66
2005-09-30,158.07
2005-10-03,159.18
2005-10-04,155.34
2005-10-05,155.2
2005-10-06,156.22
2005-10-07,156.34
2005-10-10,155.17
2005-10-11,152.9
2005-10-12,150.33
2005-10-13,148.57
2005-10-14,147.92
2005-10-17,152.35
2005-10-18,151.49
2005-10-19,154.2
2005-10-20,151.45
2005-10-21,169.78
2005-10-24,174.15
2005-10-25,173.28
2005-10-26,177.54
2005-10-27,176.35
2005-10-28,178.91
2005-10-31,185.88
2005-11-01,189.5
2005-11-02,189.65
2005-11-03,192.78
2005-11-04,195.02
2005-11-07,197.32
2005-11-08,194.76
2005-11-09,189.39
2005-11-10,195.35
2005-11-11,195.0
2005-11-14,198.29
2005-11-15,196.2
2005-11-16,198.88
2005-11-17,201.52
2005-11-18,199.9
2005-11-21,204.48
2005-11-22,208.03
2005-11-23,211.22
2005-11-25,214.1
2005-11-28,211.53
2005-11-29,201.57
2005-11-30,202.25
2005-12-01,206.84
2005-12-02,208.64
2005-12-05,202.72
2005-12-06,202.07
2005-12-07,201.91
2005-12-08,205.12
2005-12-09,204.4
2005-12-12,206.1
2005-12-13,208.54
2005-12-14,209.27
2005-12-15,211.05
2005-12-16,214.86
2005-12-19,212.09
2005-12-20,214.66
2005-12-21,212.95
2005-12-22,215.8
2005-12-23,215.25
2005-12-27,212.11
2005-12-28,213.13
2005-12-29,209.86
2005-12-30,207.22
2006-01-03,217.4
2006-01-04,222.4
2006-01-05,225.39
2006-01-06,232.6
2006-01-09,233.22
2006-01-10,234.65
2006-01-11,235.58
2006-01-12,231.58
2006-01-13,232.89
2006-01-17,233.32
2006-01-18,222.23
2006-01-19,218.0
2006-01-20,199.53
2006-01-23,213.54
2006-01-24,221.29
2006-01-25,216.28
2006-01-26,216.92
2006-01-27,216.53
2006-01-30,213.2
2006-01-31,216.11
2006-02-01,200.69
2006-02-02,197.82
2006-02-03,190.59
2006-02-06,192.36
2006-02-07,183.78
2006-02-08,184.36
2006-02-09,179.21
2006-02-10,181.12
2006-02-13,172.68
2006-02-14,171.49
2006-02-15,171.02
2006-02-16,183.05
2006-02-17,184.19
2006-02-21,183.11
2006-02-22,182.56
2006-02-23,188.85
2006-02-24,188.51
2006-02-27,194.99
2006-02-28,181.13
2006-03-01,182.22
2006-03-02,188.04
2006-03-03,188.9
2006-03-06,183.87
2006-03-07,182.04
2006-03-08,176.76
2006-03-09,171.33
2006-03-10,168.58
2006-03-13,168.36
2006-03-14,175.4
2006-03-15,172.08
2006-03-16,169.22
2006-03-17,169.73
2006-03-20,173.92
2006-03-21,169.79
2006-03-22,169.94
2006-03-23,170.77
2006-03-24,182.72
2006-03-27,184.66
2006-03-28,188.41
2006-03-29,197.29
2006-03-30,194.03
2006-03-31,194.8
2006-04-03,194.66
2006-04-04,201.97
2006-04-05,203.79
2006-04-06,205.38
2006-04-07,202.88
2006-04-10,207.98
2006-04-11,204.63
2006-04-12,204.27
2006-04-13,200.88
2006-04-17,203.21
2006-04-18,201.92
2006-04-19,205.04
2006-04-20,207.29
2006-04-21,218.33
2006-04-24,220.03
2006-04-25,213.37
2006-04-26,212.77
2006-04-27,209.8
2006-04-28,208.76
2006-05-01,199.25
2006-05-02,197.2
2006-05-03,196.89
2006-05-04,197.18
2006-05-05,196.95
2006-05-08,197.19
2006-05-09,204.2
2006-05-10,201.29
2006-05-11,193.31
2006-05-12,186.88
2006-05-15,187.91
2006-05-16,185.46
2006-05-17,187.06
2006-05-18,185.31
2006-05-19,184.82
2006-05-22,185.29
2006-05-23,187.6
2006-05-24,190.43
2006-05-25,191.3
2006-05-26,190.48
2006-05-30,185.78
2006-05-31,185.72
2006-06-01,191.12
2006-06-02,189.53
2006-06-05,187.03
2006-06-06,194.8
2006-06-07,193.06
2006-06-08,196.45
2006-06-09,193.09
2006-06-12,190.58
2006-06-13,193.07
2006-06-14,192.0
2006-06-15,195.3
2006-06-16,195.15
2006-06-19,193.88
2006-06-20,193.39
2006-06-21,200.86
2006-06-22,199.78
2006-06-23,202.23
2006-06-26,201.91
2006-06-27,200.96
2006-06-28,202.85
2006-06-29,208.7
2006-06-30,209.46
2006-07-03,211.39
2006-07-05,210.52
2006-07-06,211.38
2006-07-07,210.01
2006-07-10,208.89
2006-07-11,212.07
2006-07-12,208.42
2006-07-13,204.21
2006-07-14,201.55
2006-07-17,203.74
2006-07-18,201.32
2006-07-19,199.3
2006-07-20,193.37
2006-07-21,194.86
2006-07-24,195.25
2006-07-25,194.49
2006-07-26,192.56
2006-07-27,191.01
2006-07-28,193.87
2006-07-31,193.11
2006-08-01,187.57
2006-08-02,183.43
2006-08-03,187.51
2006-08-04,186.74
2006-08-07,188.79
2006-08-08,190.31
2006-08-09,188.28
2006-08-10,186.91
2006-08-11,184.07
2006-08-14,184.53
2006-08-15,190.29
2006-08-16,193.67
2006-08-17,192.71
2006-08-18,191.49
2006-08-21,188.46
2006-08-22,188.96
2006-08-23,186.53
2006-08-24,186.68
2006-08-25,186.44
2006-08-28,190.28
2006-08-29,189.29
2006-08-30,190.18
2006-08-31,189.08
2006-09-01,189.11
2006-09-05,191.99
2006-09-06,189.88
2006-09-07,189.06
2006-09-08,188.74
2006-09-11,191.85
2006-09-12,195.75
2006-09-13,203.08
2006-09-14,201.79
2006-09-15,204.74
2006-09-18,207.14
2006-09-19,201.7
2006-09-20,198.3
2006-09-21,203.22
2006-09-22,201.69
2006-09-25,201.79
2006-09-26,203.23
2006-09-27,201.26
2006-09-28,201.59
2006-09-29,200.75
2006-10-02,200.52
2006-10-03,201.82
2006-10-04,207.64
2006-10-05,205.7
2006-10-06,210.04
2006-10-09,214.29
2006-10-10,213.11
2006-10-11,213.04
2006-10-12,213.51
2006-10-13,213.44
2006-10-16,210.66
2006-10-17,210.11
2006-10-18,209.44
2006-10-19,212.82
2006-10-20,229.61
2006-10-23,240.15
2006-10-24,236.42
2006-10-25,243.06
2006-10-26,242.31
2006-10-27,237.36
2006-10-30,238.05
2006-10-31,237.96
2006-11-01,233.52
2006-11-02,234.72
2006-11-03,235.66
2006-11-06,238.24
2006-11-07,236.05
2006-11-08,237.26
2006-11-09,236.08
2006-11-10,236.54
2006-11-13,240.27
2006-11-14,244.41
2006-11-15,245.72
2006-11-16,247.7
2006-11-17,249.15
2006-11-20,247.28
2006-11-21,254.57
2006-11-22,253.75
2006-11-24,252.2
2006-11-27,242.13
2006-11-28,244.51
2006-11-29,242.08
2006-11-30,242.16
2006-12-01,240.16
2006-12-04,242.18
2006-12-05,243.26
2006-12-06,244.11
2006-12-07,241.08
2006-12-08,241.81
2006-12-11,241.72
2006-12-12,240.65
2006-12-13,239.26
2006-12-14,240.82
2006-12-15,239.91
2006-12-18,231.17
2006-12-19,234.08
2006-12-20,231.22
2006-12-21,227.87
2006-12-22,227.56
2006-12-26,228.54
2006-12-27,233.78
2006-12-28,231.05
2006-12-29,230.01
2007-01-03,233.56
2007-01-04,241.39
2007-01-05,243.35
2007-01-08,241.55
2007-01-09,242.51
2007-01-10,244.49
2007-01-11,249.61
2007-01-12,252.25
2007-01-16,251.89
2007-01-17,248.39
2007-01-18,243.67
2007-01-19,244.63
2007-01-22,240.18
2007-01-23,239.29
2007-01-24,249.28
2007-01-25,243.8
2007-01-26,247.67
2007-01-29,245.99
2007-01-30,246.91
2007-01-31,250.5
2007-02-01,240.63
2007-02-02,240.51
2007-02-05,233.35
2007-02-06,235.5
2007-02-07,234.77
2007-02-08,235.28
2007-02-09,230.71
2007-02-12,228.92
2007-02-13,229.32
2007-02-14,232.73
2007-02-15,230.5
2007-02-16,234.74
2007-02-20,235.81
2007-02-21,237.69
2007-02-22,237.69
2007-02-23,235.07
2007-02-26,232.23
2007-02-27,224.16
2007-02-28,224.5
2007-03-01,223.89
2007-03-02,219.12
2007-03-05,220.25
2007-03-06,228.55
2007-03-07,227.59
2007-03-08,227.13
2007-03-09,226.25
2007-03-12,227.15
2007-03-13,221.29
2007-03-14,223.78
2007-03-15,222.87
2007-03-16,220.2
2007-03-19,223.39
2007-03-20,222.42
2007-03-21,228.05
2007-03-22,230.79
2007-03-23,230.68
2007-03-26,232.27
2007-03-27,231.58
2007-03-28,230.71
2007-03-29,230.23
2007-03-30,228.85
2007-04-02,229.04
2007-04-03,236.06
2007-04-04,235.27
2007-04-05,235.52
2007-04-09,233.87
2007-04-10,233.02
2007-04-11,232.03
2007-04-12,233.46
2007-04-13,232.91
2007-04-16,236.9
2007-04-17,236.16
2007-04-18,237.77
2007-04-19,235.59
2007-04-20,241.0
2007-04-23,239.3
2007-04-24,238.53
2007-04-25,238.76
2007-04-26,240.35
2007-04-27,239.27
2007-04-30,235.45
2007-05-01,234.27
2007-05-02,232.66
2007-05-03,236.38
2007-05-04,235.32
2007-05-07,233.4
2007-05-08,233.17
2007-05-09,234.39
2007-05-10,230.5
2007-05-11,233.14
2007-05-14,230.66
2007-05-15,228.77
2007-05-16,236.07
2007-05-17,235.24
2007-05-18,234.92
2007-05-21,235.06
2007-05-22,237.69
2007-05-23,236.75
2007-05-24,236.93
2007-05-25,241.52
2007-05-29,243.31
2007-05-30,249.05
2007-05-31,248.71
2007-06-01,249.95
2007-06-04,253.28
2007-06-05,259.16
2007-06-06,258.87
2007-06-07,257.27
2007-06-08,257.49
2007-06-11,255.41
2007-06-12,252.13
2007-06-13,252.37
2007-06-14,251.17
2007-06-15,252.69
2007-06-18,257.34
2007-06-19,256.9
2007-06-20,254.73
2007-06-21,256.8
2007-06-22,262.23
2007-06-25,263.45
2007-06-26,264.86
2007-06-27,262.88
2007-06-28,262.24
2007-06-29,261.09
2007-07-02,264.92
2007-07-03,266.9
2007-07-05,270.54
2007-07-06,269.43
2007-07-09,271.01
2007-07-10,271.4
2007-07-11,271.96
2007-07-12,272.39
2007-07-13,275.8
2007-07-16,276.22
2007-07-17,277.22
2007-07-18,274.48
2007-07-19,274.02
2007-07-20,259.8
2007-07-23,256.0
2007-07-24,256.74
2007-07-25,254.63
2007-07-26,253.75
2007-07-27,255.69
2007-07-30,257.8
2007-07-31,254.74
2007-08-01,256.21
2007-08-02,255.25
2007-08-03,251.25
2007-08-06,254.74
2007-08-07,257.75
2007-08-08,262.63
2007-08-09,257.11
2007-08-10,257.62
2007-08-13,257.49
2007-08-14,254.05
2007-08-15,248.53
2007-08-16,245.51
2007-08-17,249.77
2007-08-20,248.71
2007-08-21,253.05
2007-08-22,256.12
2007-08-23,255.84
2007-08-24,257.24
2007-08-27,256.37
2007-08-28,252.95
2007-08-29,256.18
2007-08-30,255.44
2007-08-31,257.37
2007-09-04,262.31
2007-09-05,263.64
2007-09-06,261.5
2007-09-07,259.42
2007-09-10,256.98
2007-09-11,260.4
2007-09-12,261.06
2007-09-13,262.13
2007-09-14,264.11
2007-09-17,262.39
2007-09-18,267.37
2007-09-19,273.15
2007-09-20,276.14
2007-09-21,279.77
2007-09-24,283.73
2007-09-25,284.22
2007-09-26,283.8
2007-09-27,283.47
2007-09-28,283.35
2007-10-01,290.98
2007-10-02,291.9
2007-10-03,291.72
2007-10-04,289.23
2007-10-05,296.73
2007-10-08,304.51
2007-10-09,307.28
2007-10-10,312.38
2007-10-11,310.69
2007-10-12,318.38
2007-10-15,309.74
2007-10-16,307.69
2007-10-17,316.42
2007-10-18,319.49
2007-10-19,322.03
2007-10-22,325.05
2007-10-23,337.55
2007-10-24,337.57
2007-10-25,333.92
2007-10-26,336.96
2007-10-29,339.28
2007-10-30,347.04
2007-10-31,353.15
2007-11-01,351.25
2007-11-02,355.27
2007-11-05,362.46
2007-11-06,370.52
2007-11-07,366.1
2007-11-08,346.57
2007-11-09,331.65
2007-11-12,315.72
2007-11-13,329.94
2007-11-14,320.52
2007-11-15,314.51
2007-11-16,316.5
2007-11-19,312.61
2007-11-20,323.95
2007-11-21,329.93
2007-11-23,338.01
2007-11-26,332.7
2007-11-27,336.45
2007-11-28,345.78
2007-11-29,348.15
2007-11-30,346.15
2007-12-03,340.42
2007-12-04,341.74
2007-12-05,348.91
2007-12-06,357.27
2007-12-07,357.08
2007-12-10,358.85
2007-12-11,349.25
2007-12-12,349.33
2007-12-13,346.68
2007-12-14,344.64
2007-12-17,334.28
2007-12-18,336.34
2007-12-19,338.35
2007-12-20,344.5
2007-12-21,348.0
2007-12-24,350.01
2007-12-26,355.06
2007-12-27,350.02
2007-12-28,350.91
2007-12-31,345.39
2008-01-02,342.25
2008-01-03,342.32
2008-01-04,328.17
2008-01-07,324.3
2008-01-08,315.52
2008-01-09,326.27
2008-01-10,323.04
2008-01-11,318.81
2008-01-14,326.58
2008-01-15,318.51
2008-01-16,307.67
2008-01-17,300.09
2008-01-18,299.82
2008-01-22,291.88
2008-01-23,274.04
2008-01-24,286.96
2008-01-25,282.92
2008-01-28,277.71
2008-01-29,274.98
2008-01-30,273.86
2008-01-31,281.87
2008-02-01,257.69
2008-02-04,247.47
2008-02-05,253.15
2008-02-06,250.6
2008-02-07,252.22
2008-02-08,258.09
2008-02-11,260.32
2008-02-12,258.79
2008-02-13,267.04
2008-02-14,265.86
2008-02-15,264.56
2008-02-19,254.22
2008-02-20,254.25
2008-02-21,251.18
2008-02-22,253.65
2008-02-25,242.98
2008-02-26,231.86
2008-02-27,236.19
2008-02-28,237.46
2008-02-29,235.35
2008-03-03,228.28
2008-03-04,222.08
2008-03-05,223.63
2008-03-06,216.13
2008-03-07,216.46
2008-03-10,206.6
2008-03-11,219.7
2008-03-12,219.87
2008-03-13,221.28
2008-03-14,218.74
2008-03-17,209.73
2008-03-18,219.36
2008-03-19,215.78
2008-03-20,216.56
2008-03-24,230.05
2008-03-25,225.16
2008-03-26,228.87
2008-03-27,221.82
2008-03-28,218.82
2008-03-31,220.01
2008-04-01,232.62
2008-04-02,232.62
2008-04-03,227.33
2008-04-04,235.31
2008-04-07,238.17
2008-04-08,233.67
2008-04-09,231.86
2008-04-10,234.3
2008-04-11,228.5
2008-04-14,225.6
2008-04-15,223.2
2008-04-16,227.29
2008-04-17,224.55
2008-04-18,269.44
2008-04-21,268.63
2008-04-22,277.22
2008-04-23,272.97
2008-04-24,271.25
2008-04-25,271.76
2008-04-28,275.78
2008-04-29,278.96
2008-04-30,286.86
2008-05-01,296.24
2008-05-02,290.35
2008-05-05,297.15
2008-05-06,292.89
2008-05-07,289.21
2008-05-08,291.21
2008-05-09,286.3
2008-05-12,292.18
2008-05-13,291.21
2008-05-14,287.86
2008-05-15,290.21
2008-05-16,289.74
2008-05-19,288.47
2008-05-20,289.01
2008-05-21,274.72
2008-05-22,274.46
2008-05-23,272.04
2008-05-27,280.17
2008-05-28,283.84
2008-05-29,291.21
2008-05-30,292.61
2008-06-02,287.21
2008-06-03,283.37
2008-06-04,285.82
2008-06-05,292.86
2008-06-06,283.22
2008-06-09,278.66
2008-06-10,276.81
2008-06-11,272.33
2008-06-12,276.2
2008-06-13,285.47
2008-06-16,286.12
2008-06-17,284.45
2008-06-18,280.91
2008-06-19,279.82
2008-06-20,272.94
2008-06-23,272.33
2008-06-24,270.88
2008-06-25,275.22
2008-06-26,264.15
2008-06-27,263.77
2008-06-30,262.95
2008-07-01,267.1
2008-07-02,263.26
2008-07-03,268.23
2008-07-07,271.68
2008-07-08,276.99
2008-07-09,270.5
2008-07-10,270.02
2008-07-11,266.63
2008-07-14,260.55
2008-07-15,257.79
2008-07-16,267.53
2008-07-17,266.45
2008-07-18,240.42
2008-07-21,234.17
2008-07-22,238.32
2008-07-23,244.37
2008-07-24,237.57
2008-07-25,245.74
2008-07-28,238.32
2008-07-29,241.31
2008-07-30,241.11
2008-07-31,236.64
2008-08-01,233.7
2008-08-04,231.27
2008-08-05,239.69
2008-08-06,242.93
2008-08-07,239.32
2008-08-08,247.26
2008-08-11,250.17
2008-08-12,251.05
2008-08-13,249.76
2008-08-14,252.49
2008-08-15,254.82
2008-08-18,248.9
2008-08-19,245.0
2008-08-20,242.26
2008-08-21,243.02
2008-08-22,245.05
2008-08-25,241.26
2008-08-26,236.84
2008-08-27,234.06
2008-08-28,236.65
2008-08-29,231.41
2008-09-02,232.39
2008-09-03,231.97
2008-09-04,224.9
2008-09-05,221.9
2008-09-08,209.76
2008-09-09,209.12
2008-09-10,206.87
2008-09-11,216.66
2008-09-12,218.61
2008-09-15,216.71
2008-09-16,221.24
2008-09-17,207.04
2008-09-18,219.32
2008-09-19,224.35
2008-09-22,214.85
2008-09-23,214.42
2008-09-24,217.34
2008-09-25,219.58
2008-09-26,215.3
2008-09-29,190.31
2008-09-30,200.06
2008-10-01,205.65
2008-10-02,195.05
2008-10-03,193.26
2008-10-06,185.42
2008-10-07,172.83
2008-10-08,168.89
2008-10-09,164.33
2008-10-10,165.83
2008-10-13,190.32
2008-10-14,181.17
2008-10-15,169.42
2008-10-16,176.33
2008-10-17,186.08
2008-10-20,189.47
2008-10-21,181.19
2008-10-22,177.66
2008-10-23,175.98
2008-10-24,169.48
2008-10-27,164.58
2008-10-28,184.19
2008-10-29,178.82
2008-10-30,179.67
2008-10-31,179.5
2008-11-03,173.07
2008-11-04,183.29
2008-11-05,170.95
2008-11-06,165.44
2008-11-07,165.4
2008-11-10,159.23
2008-11-11,155.57
2008-11-12,145.35
2008-11-13,155.88
2008-11-14,154.85
2008-11-17,149.91
2008-11-18,148.56
2008-11-19,139.95
2008-11-20,129.65
2008-11-21,131.08
2008-11-24,128.59
2008-11-25,140.88
2008-11-26,145.9
2008-11-28,146.33
2008-12-01,132.86
2008-12-02,137.42
2008-12-03,139.58
2008-12-04,137.03
2008-12-05,141.85
2008-12-08,150.9
2008-12-09,152.83
2008-12-10,154.26
2008-12-11,149.96
2008-12-12,157.72
2008-12-15,155.18
2008-12-16,162.48
2008-12-17,157.46
2008-12-18,154.98
2008-12-19,154.93
2008-12-22,148.41
2008-12-23,148.86
2008-12-24,151.32
2008-12-26,150.03
2008-12-29,148.56
2008-12-30,151.4
2008-12-31,153.67
2009-01-02,160.5
2009-01-05,163.86
2009-01-06,166.86
2009-01-07,160.84
2009-01-08,162.43
2009-01-09,157.38
2009-01-12,156.19
2009-01-13,157.0
2009-01-14,150.33
2009-01-15,149.35
2009-01-16,149.69
2009-01-20,141.23
2009-01-21,151.39
2009-01-22,153.1
2009-01-23,162.19
2009-01-26,161.77
2009-01-27,165.57
2009-01-28,174.16
2009-01-29,171.49
2009-01-30,169.1
2009-02-02,170.11
2009-02-03,170.05
2009-02-04,171.33
2009-02-05,176.68
2009-02-06,185.45
2009-02-09,189.2
2009-02-10,179.08
2009-02-11,178.84
2009-02-12,181.34
2009-02-13,178.66
2009-02-17,171.16
2009-02-18,176.38
2009-02-19,171.15
2009-02-20,173.05
2009-02-23,164.86
2009-02-24,172.55
2009-02-25,170.65
2009-02-26,168.42
2009-02-27,168.83
2009-03-02,163.42
2009-03-03,162.58
2009-03-04,159.3
2009-03-05,152.67
2009-03-06,154.13
2009-03-09,145.3
2009-03-10,153.93
2009-03-11,158.8
2009-03-12,161.6
2009-03-13,162.05
2009-03-16,159.69
2009-03-17,167.5
2009-03-18,166.38
2009-03-19,164.81
2009-03-20,164.91
2009-03-23,174.13
2009-03-24,173.41
2009-03-25,171.86
2009-03-26,176.47
2009-03-27,173.68
2009-03-30,171.17
2009-03-31,173.86
2009-04-01,176.87
2009-04-02,181.07
2009-04-03,184.71
2009-04-06,183.94
2009-04-07,179.15
2009-04-08,180.82
2009-04-09,186.06
2009-04-13,188.87
2009-04-14,184.27
2009-04-15,189.56
2009-04-16,194.18
2009-04-17,195.92
2009-04-20,189.46
2009-04-21,190.54
2009-04-22,191.74
2009-04-23,192.15
2009-04-24,194.55
2009-04-27,192.78
2009-04-28,191.66
2009-04-29,195.54
2009-04-30,197.79
2009-05-01,196.65
2009-05-04,200.79
2009-05-05,201.29
2009-05-06,201.53
2009-05-07,198.11
2009-05-08,203.46
2009-05-11,203.79
2009-05-12,199.31
2009-05-13,194.58
2009-05-14,193.56
2009-05-15,194.8
2009-05-18,198.22
2009-05-19,199.24
2009-05-20,198.39
2009-05-21,198.05
2009-05-22,196.55
2009-05-26,201.98
2009-05-27,202.58
2009-05-28,204.99
2009-05-29,208.41
2009-06-01,213.07
2009-06-02,213.99
2009-06-03,215.61
2009-06-04,219.92
2009-06-05,221.94
2009-06-08,219.17
2009-06-09,217.59
2009-06-10,216.08
2009-06-11,214.29
2009-06-12,212.21
2009-06-15,208.18
2009-06-16,207.79
2009-06-17,207.37
2009-06-18,206.82
2009-06-19,209.83
2009-06-22,203.47
2009-06-23,202.64
2009-06-24,204.44
2009-06-25,207.68
2009-06-26,212.45
2009-06-29,211.86
2009-06-30,210.58
2009-07-01,209.29
2009-07-02,204.04
2009-07-06,204.6
2009-07-07,198.12
2009-07-08,201.04
2009-07-09,204.99
2009-07-10,206.99
2009-07-13,211.94
2009-07-14,212.13
2009-07-15,218.87
2009-07-16,221.08
2009-07-17,214.91
2009-07-20,214.87
2009-07-21,213.74
2009-07-22,213.63
2009-07-23,218.45
2009-07-24,223.14
2009-07-27,222.18
2009-07-28,219.71
2009-07-29,217.9
2009-07-30,222.6
2009-07-31,221.3
2009-08-03,225.88
2009-08-04,226.64
2009-08-05,225.34
2009-08-06,224.95
2009-08-07,228.32
2009-08-10,228.08
2009-08-11,226.74
2009-08-12,229.06
2009-08-13,230.91
2009-08-14,229.77
2009-08-17,222.22
2009-08-18,222.42
2009-08-19,221.76
2009-08-20,229.97
2009-08-21,232.39
2009-08-24,234.13
2009-08-25,235.45
2009-08-26,233.77
2009-08-27,232.8
2009-08-28,232.14
2009-08-31,230.6
2009-09-01,227.65
2009-09-02,226.28
2009-09-03,228.53
